Name,USA,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
Eniya,29,0,0,0,0,5,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Eniyah,167,0,0,0,0,30,0,0,0,0,20,6,0,0,17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,16,0,0,24,0,0,0,0,26,0,0,0,0,0,0,0
Enjoli,263,0,0,0,0,82,0,0,0,0,13,0,0,0,30,0,0,0,0,43,0,0,0,7,0,0,0,0,0,0,0,5,0,51,8,0,6,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0
Enmanuel,573,0,0,0,0,13,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enna,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ennis,907,69,0,0,0,22,0,0,0,0,15,117,0,0,0,0,0,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,14,70,0,5,16,0,0,0,0,0,8,516,0,0,10,0,0,0,0
Enoc,339,0,0,0,0,225,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0
Enoch,4805,249,0,67,34,788,41,0,0,0,260,385,0,22,92,43,0,0,100,33,0,69,24,80,41,135,50,0,0,12,0,56,5,302,315,0,74,35,13,144,0,235,0,156,487,236,0,111,77,29,5,0
Enola,782,0,0,0,5,5,0,0,0,0,0,0,0,0,0,6,0,0,6,713,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,26,0,0,11,0,0,0,0
Enolia,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enos,785,0,0,0,0,6,0,0,0,0,0,0,0,0,5,106,0,7,6,32,0,0,5,0,0,11,0,0,0,0,0,0,0,25,0,0,95,5,0,446,0,0,0,5,26,0,0,5,0,0,0,0
Enrico,2086,0,0,5,0,393,0,23,0,0,27,27,0,0,94,0,0,0,0,0,0,0,100,21,0,0,0,0,0,0,0,143,0,965,10,0,11,0,0,242,0,0,0,0,25,0,0,0,0,0,0,0
Enrigue,256,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0
Enrique,53765,86,0,2268,104,17736,622,159,12,0,2288,688,0,99,2888,350,94,234,77,30,0,145,334,525,165,10,105,0,119,365,0,1008,903,3146,431,0,240,223,417,391,21,89,0,137,15760,157,0,299,752,0,283,5
Enriqueta,1278,0,0,12,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,0,0,0,0,0,0,0
Enrrique,137,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
Ensley,352,47,0,0,8,26,7,0,0,0,19,13,0,0,8,17,6,15,6,0,0,0,0,12,8,0,10,0,0,0,0,0,0,8,28,0,8,0,0,8,0,0,0,35,47,0,0,0,6,0,10,0
Enson,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Envy,60,0,0,0,0,39,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Enya,306,0,0,0,0,166,0,0,0,0,5,10,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,41,5,0,0,0,0,13,0,0,0,0,49,0,0,0,0,0,0,0
Enza,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enzo,9346,5,0,213,0,2200,173,157,0,16,1177,151,64,28,321,68,9,39,13,30,0,148,420,219,100,0,65,0,27,112,0,436,24,759,139,5,209,6,133,403,36,35,5,66,623,133,0,167,279,0,133,0
Eoin,361,0,0,0,0,86,5,0,0,0,10,0,0,0,31,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,6,0,121,0,0,5,0,0,6,0,0,0,0,11,0,0,0,6,0,0,0
Eola,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Eowyn,263,0,0,0,0,67,0,0,0,0,15,0,0,0,6,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,5,0,11,8,0,11,0,5,16,0,0,0,0,63,0,0,0,29,0,11,0
Ephraim,3232,0,0,35,0,359,24,0,0,0,138,76,0,23,79,44,10,5,13,7,0,52,5,35,29,0,27,0,10,0,0,187,0,973,79,0,66,5,16,404,0,0,0,17,220,152,0,38,57,0,47,0
Ephram,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
Ephriam,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Epifania,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0
Epifanio,982,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,23,0,0,0,0,0,0,0,0,0,0,734,0,0,0,0,0,0,0
Epigmenio,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Epimenio,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Epiphany,46,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
Epitacio,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eppie,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epsie,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equan,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equilla,10,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Era,2511,636,0,0,142,0,0,0,0,0,0,275,0,0,0,0,0,0,67,117,0,0,0,0,0,208,0,0,0,0,0,5,0,16,112,0,0,62,0,0,0,28,0,229,614,0,0,0,0,0,0,0
Erabella,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eraina,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eran,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erandi,96,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erandy,123,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0
Erasmo,2708,0,0,11,0,430,0,0,0,0,13,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,2186,0,0,0,0,0,0,0
Erasmus,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erasto,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Erastus,16,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erbey,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Erbie,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
Erby,27,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
Ercell,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ercilia,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
Erek,22,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Eren,214,0,0,0,0,63,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,77,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
Erendida,108,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Erendira,479,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0
Eri,43,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Eria,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erial,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Eriana,312,0,0,0,0,71,0,0,0,0,58,28,0,0,17,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,23,0,0,0,0,6,0,0,94,0,0,0,0,0,0,0
Erianna,296,5,0,0,0,57,0,0,0,0,57,24,0,0,15,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0
Eriberto,1324,0,0,6,0,873,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,114,10,0,0,0,0,0,0,0,0,0,243,0,0,0,18,0,0,0
Eric,874321,10965,1852,10640,5984,112950,11738,11853,2599,6411,29849,18047,3452,3548,48497,22275,11015,8367,10607,14191,4352,15817,23671,40597,17036,6984,17606,2272,5723,3515,3779,27191,5375,73173,18095,2620,45265,7846,9173,47760,3626,8343,2559,13421,54907,6509,2108,16994,15634,5956,20158,1416
Erica,228430,4204,404,3164,1997,28196,2612,3055,666,1406,9434,6657,549,749,11516,5090,1912,1941,3295,4907,1069,4097,5349,8963,2858,2780,4651,432,1101,808,826,6974,1679,18288,6154,507,10470,2076,1876,10499,877,3175,511,4922,20408,1349,387,4728,3327,1813,3452,270
Ericberto,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ericca,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erich,7607,0,5,50,0,1272,85,50,0,6,226,20,0,0,702,186,15,24,17,22,0,82,128,516,193,0,137,0,12,0,5,398,0,1065,27,0,546,12,49,573,0,0,0,10,493,25,0,123,156,0,377,0
Ericia,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Erick,67655,440,16,1912,389,19490,985,463,22,351,3245,1516,17,119,3633,836,275,419,298,537,10,850,960,1318,964,322,539,5,165,630,5,2004,462,5086,1334,27,1053,697,631,1181,73,434,17,644,9915,514,0,1047,1007,58,740,0
Ericka,20365,310,0,402,116,3082,204,176,5,147,1342,603,5,21,1494,469,88,102,196,486,12,427,261,1026,234,176,456,0,41,43,0,492,63,1380,534,10,1029,233,102,796,11,227,5,429,1941,36,0,375,310,32,436,0
Erickson,123,0,0,0,0,60,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erico,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Ericson,67,0,0,0,0,51,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Erie,466,28,0,0,10,98,0,0,0,0,12,11,0,0,17,0,0,0,21,5,0,0,0,0,0,38,0,0,0,0,0,5,0,100,20,0,16,0,0,23,0,0,0,0,55,0,0,0,0,7,0,0
Eriel,87,5,0,0,0,5,0,0,0,0,23,7,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
Erielle,11,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erienne,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erik,149753,795,494,2708,486,30855,2739,2296,323,831,5041,1891,403,727,9238,2573,1481,1062,804,897,570,1979,4159,5766,5113,426,1619,498,857,957,666,4770,973,11452,1920,527,4524,972,2440,5760,496,742,348,1164,11806,1491,268,2352,4831,418,4042,203
Erika,121842,1176,234,2402,647,24935,1737,1445,174,700,5409,2301,413,464,5609,2368,986,1009,972,1306,493,1886,2559,4243,1719,630,1716,279,526,684,406,3538,874,9525,2236,264,4398,869,1388,4515,394,898,212,1543,12771,1041,243,2328,2608,476,2180,113
Erikah,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erikka,102,0,0,0,0,61,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Eriko,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erilyn,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erin,316715,3429,794,3739,1914,32390,5248,4929,1182,1502,10312,6996,1379,1298,16634,8079,4720,3663,3962,5119,1686,6684,11855,13653,7581,2019,7350,1181,2791,1179,1744,10684,1389,21722,6547,1079,17764,3294,3919,18771,1804,3033,1141,4221,16878,2912,954,7691,7043,1957,8253,647
Erina,123,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Erineo,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Erinn,1421,0,0,0,0,391,0,5,0,0,21,10,0,0,86,12,0,0,0,5,0,15,39,131,38,0,5,0,0,0,0,45,0,211,7,0,96,0,11,132,0,0,0,0,83,0,0,30,32,0,16,0
Erion,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erionna,20,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eriq,131,0,0,0,0,41,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,11,5,0,6,0,0,10,0,0,0,0,36,0,0,5,0,0,0,0
Eris,545,13,0,0,5,111,0,0,0,0,16,27,0,0,5,7,5,5,5,0,0,0,0,18,6,24,5,0,5,0,0,0,0,10,21,0,38,8,0,20,0,13,0,8,148,0,0,6,5,6,5,0
Eriverto,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erla,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0
Erland,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erle,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erleen,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erlene,366,31,0,0,0,58,0,0,0,0,0,37,0,0,17,0,0,0,5,0,6,0,0,5,0,35,5,0,0,0,0,0,0,0,46,0,0,5,0,6,0,5,0,35,53,0,6,11,0,0,0,0
Erlinda,3534,0,0,321,0,1283,40,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,0,0,0,0,0,1251,0,0,0,0,0,0,0
Erline,376,67,0,0,0,6,0,0,0,0,0,27,0,0,5,0,0,0,6,59,0,0,0,0,0,23,5,0,0,0,0,0,0,0,28,0,0,0,0,0,0,85,0,0,65,0,0,0,0,0,0,0
Erling,499,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,15,0,135,0,0,0,0,0,0,0,0,0,0,0,0,15,0,67,0
Erlon,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erma,46028,1231,0,166,2697,1405,450,43,0,89,914,1161,0,302,2009,1154,1161,1188,992,1060,164,593,84,1499,682,1855,2208,155,869,0,5,394,227,1158,1427,252,2785,1857,263,3795,0,235,261,1292,3983,538,20,1069,317,1421,559,39
Ermal,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ermalinda,29,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
Erman,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Ermelinda,502,0,0,11,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0
Erminda,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ermine,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Erminia,577,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,55,72,0,0,0,0,0,16,0,0,0,0,397,0,0,0,0,0,0,0
Erminio,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Ermon,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erna,4424,0,0,0,0,134,0,0,0,0,0,5,0,7,525,26,111,93,10,22,0,11,51,194,295,6,262,0,139,0,0,132,0,489,0,264,115,25,0,227,0,5,115,0,568,0,0,16,10,0,567,0
Ernan,75,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
Ernell,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Ernest,275593,6666,229,3183,3554,18949,3191,3614,747,1915,7686,9637,1672,764,10406,5504,2515,3096,6665,8764,2210,4650,9401,9067,3189,5339,5485,900,1843,198,1506,7022,3458,18168,11643,1328,10706,3914,1574,14764,2239,8583,949,7673,19306,972,967,9006,2676,4718,2952,430
Ernesteen,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Ernestene,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Ernestina,4042,0,0,249,0,918,11,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,258,20,0,0,0,0,0,0,0,0,0,0,2570,0,0,0,0,0,0,0
Ernestine,38792,1961,0,370,1421,1673,430,177,14,373,1495,2320,15,0,1340,455,48,318,966,1500,244,679,488,1021,21,2267,888,15,10,0,26,607,590,1873,2803,27,1071,674,16,1516,11,2231,0,1629,2891,0,5,1494,40,741,38,0
Ernesto,39416,13,0,2232,0,14682,433,54,0,5,1429,237,38,23,1618,114,23,83,10,5,0,37,118,234,37,0,0,0,0,227,0,503,1233,2130,218,0,60,86,155,121,0,44,0,38,12524,98,0,72,382,0,100,0
Ernie,11827,106,0,452,98,3557,258,15,0,0,206,166,5,0,556,315,47,52,706,156,0,28,5,422,42,94,250,5,0,0,0,96,342,478,306,0,736,175,77,205,0,167,0,232,875,14,0,160,178,213,32,0
Ernst,392,0,0,0,0,10,0,0,0,0,30,0,0,0,61,0,0,0,5,0,0,0,0,0,0,0,28,0,0,0,0,0,0,120,0,0,13,0,0,5,0,0,0,0,5,0,0,0,0,0,115,0
